P1055|http://locatorplus.gov/cgi-bin/Pwebrecon.cgi?DB=local&v1=1&ti=1,1&Search_Arg=$1&Search_Code=0359&CNT=20&SID=1
P1058|http://lamp.infosys.deakin.edu.au/era/?page=jnamedet12f&eraid=$1
P1059|http://cvr.dk/Site/Forms/PublicService/DisplayCompany.aspx?cvrnr=$1
P1070|http://www.theplantlist.org/tpl1.1/record/$1
P1076|http://ictvdb.bio-mirror.cn/ICTVdB/$1htm
P1084|http://srv3.eulc.edu.eg/eulc_v5/libraries/Start.aspx?fn=ApplySearch&BibID=$1
P1085|http://www.librarything.com/work/$1
P1133|http://lampspw.wallonie.be/dgo4/site_thema/index.php?details=$1&thema=bc_pat
P1138|https://www.kulturarv.dk/kid/VisKunstner.do?kunstnerId=$1
P1143|http://catalogo.bn.gov.ar/F/?func=find-b&request=$1&find_code=SYS
P1144|http://lccn.loc.gov/$1
P1146|http://www.iaaf.org/athletes/athlete=$1
P1153|https://www.scopus.com/authid/detail.url?authorId=$1
P1157|http://bioguide.congress.gov/scripts/biodisplay.pl?index=$1
P1182|http://libris.kb.se/bib/$1
P1184|http://hdl.handle.net/$1
P1185|http://en.rodovid.org/wk/Person:$1
P1186|http://www.europarl.europa.eu/meps/en/$1.html
P1187|http://authority.ddbc.edu.tw/person/search.php?aid=$1
P1212|http://cartelfr.louvre.fr/cartelfr/visite?srv=car_not_frame&idNotice=$1
P1213|http://opac.nlc.gov.cn/F/?func=accref&acc_sequence=$1
P1214|http://data.riksdagen.se/person/$1
P1216|http://list.english-heritage.org.uk/resultsingle.aspx?uid=$1
P1217|http://www.ibdb.com/venue.php?id=$1
P1218|http://www.ibdb.com/production.php?id=$1
P1219|http://www.ibdb.com/show.php?id=$1
P1220|http://www.ibdb.com/person.php?id=$1
P1222|http://research.archives.gov/person/$1
P1223|http://research.archives.gov/organization/$1
P1224|http://research.archives.gov/geographic-reference/$1
P1225|http://research.archives.gov/topical-subject/$1
P1226|http://research.archives.gov/specific-records-type/$1
P1229|http://politici.openpolis.it/politico/$1
P1232|http://multitree.linguistlist.org/codes/$1
P1233|http://www.isfdb.org/cgi-bin/ea.cgi?$1
P1234|http://www.isfdb.org/cgi-bin/pl.cgi?$1
P1235|http://www.isfdb.org/cgi-bin/pe.cgi?$1
P1237|http://boxofficemojo.com/movies/?id=$1.htm
P1238|http://svenskfotboll.se/allsvenskan/person/?playerid=$1
P1239|http://www.isfdb.org/cgi-bin/publisher.cgi?$1
P1245|http://www.omegawiki.org/DefinedMeaning:$1
P1248|http://kulturnav.org/$1
P1252|http://austlang.aiatsis.gov.au/main.php?code=$1
P1254|http://www.slovenska-biografija.si/oseba/sbi$1/
P1256|http://iconclass.org/$1
P1258|http://www.rottentomatoes.com/$1
P1260|http://kulturarvsdata.se/$1
P1263|http://www.nndb.com/people/$1/
P1265|http://www.allocine.fr/film/fichefilm_gen_cfilm=$1.html?nopub=1
P1266|http://www.allocine.fr/personne/fichepersonne_gen_cpersonne=$1.html?nopub=1
P1267|http://www.allocine.fr/series/ficheserie_gen_cserie=$1.html?nopub=1
P1273|http://cantic.bnc.cat/registres/CUCId/$1
P1274|http://www.isfdb.org/cgi-bin/title.cgi?$1
P1280|http://www.cobiss.si/scripts/cobiss?command=DISPLAY&base=CONOR&rid=$1
P1282|https://wiki.openstreetmap.org/wiki/$1
P1284|http://www.munzinger.de/search/go/document.jsp?id=$1
P1285|http://www.munzinger.de/search/go/document.jsp?id=$1
P1286|http://www.munzinger.de/search/go/document.jsp?id=$1
P1287|http://www.munzinger.de/search/go/document.jsp?id=$1
P1288|http://www.munzinger.de/search/go/document.jsp?id=$1
P1289|http://www.munzinger.de/search/go/document.jsp?id=$1
P1291|http://repertoire.a-d-s.ch/edit/detail_a.php?id_autor=$1
P1292|http://d-nb.info/$1
P1296|http://www.enciclopedia.cat/EC-GEC-$1.xml
P1307|http://www.parlament.ch/E/Suche/Pages/biografie.aspx?biografie_id=$1
P1311|http://www.lostbridges.org/details.aspx?id=$1
P1315|http://nla.gov.au/nla.party-$1
P1320|https://opencorporates.com/companies/$1
P1323|http://www.unifr.ch/ifaa/Public/EntryPage/TA98%20Tree/Entity%20TA98%20EN/$1%20Entity%20TA98%20EN.htm
P1330|https://musicbrainz.org/instrument/$1
P1331|http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=$1
P1338|http://spatialreference.org/ref/epsg/$1/
P1362|http://tls.theaterwissenschaft.ch/wiki/$1
P1367|http://www.bbc.co.uk/arts/yourpaintings/artists/$1
P1368|https://lira.lanet.lv/F?func=direct&local_base=lnc10&doc_number=$1
P1375|http://katalog.nsk.hr/F/?func=find-e&request=$1
P1380|http://www.uglybridges.com/$1
P1381|http://www.bridgehunter.com/$1
P1391|http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=$1
P1394|http://glottolog.org/resource/languoid/id/$1
P1395|http://www.cancer.gov/$1
P1396|http://www.hortensj-garden.org/index.php?tnc=1&tr=lsr&nid=$1
P1402|http://purl.obolibrary.org/obo/FMA_$1
P1407|https://musicbrainz.org/series/$1
P1409|http://www.cyclingarchives.com/coureurfiche.php?coureurid=$1
P1415|http://www.oxforddnb.com/index/$1/
P1417|http://global.britannica.com/EBchecked/topic/$1/
P1422|http://ta.sandrart.net/en/person/view/$1
P1428|http://www.lostart.de/EN/Verlust/$1
P1430|http://openplaques.org/people/$1
P1438|http://www.eleven.co.il/article/$1
P1439|http://www.nb.no/filmografi/show?id=$1
P1440|https://ratings.fide.com/card.phtml?event=$1
P1447|http://www.sports-reference.com/olympics/athletes/$1.html
P1459|http://www.britishlistedbuildings.co.uk/wa-$1
P1461|http://www.patient.co.uk/doctor/$1
P1463|http://prdl.org/author_view.php?a_id=$1
P1466|http://wals.info/languoid/lect/wals_code_$1
P1467|http://wals.info/languoid/genus/$1
P1469|http://www.fifa.com/worldfootball/statisticsandrecords/players/player=$1
P1472|https://commons.wikimedia.org/wiki/Creator:$1
P1473|http://www.literaturabrasileira.ufsc.br/autores/?id=$1
P1481|http://vici.org/vici/$1
P1483|http://kulturnoe-nasledie.ru/monuments.php?id=$1
P1529|http://patrimoine.region-bretagne.fr/main.xsp?execute=show_document&id=$1
P1550|http://www.orpha.net/consor/cgi-bin/Disease_Search.php?&data_id=$1
P1551|http://lampspw.wallonie.be/dgo4/site_thema/index.php?details=$1&thema=pat_exc
P1556|https://zbmath.org/authors/?q=ai:$1
P1562|http://www.allmovie.com/movie/$1
